track_name,track_add_date,track_add_time,multiple_artists_bool,name_of_artists,album_name,album_release_date,album_release_date_precision,number_of_tracks_in_album,position_in_playlist,track_duration_ms,track_popularity,track_explicit,images_path,data_collection_date
Like Crazy,2023-04-07,10:07:44,False,['Jimin'],FACE,2023-03-24,day,6,16,212241,90,False,./images/like_crazy_jimin.jpg,2023-04-07
Anti-Hero,2023-04-07,10:07:44,False,['Taylor Swift'],Midnights,2022-10-21,day,13,17,200690,94,False,./images/antihero_taylor_swift.jpg,2023-04-07
PRC,2023-04-07,10:07:44,True,"['Peso Pluma', 'Natanael Cano']",PRC,2023-01-23,day,1,18,184066,93,True,./images/prc_peso_pluma.jpg,2023-04-07
Unholy (feat. Kim Petras),2023-04-07,10:07:44,True,"['Sam Smith', 'Kim Petras']",Gloria,2023-01-27,day,13,19,156943,86,False,./images/unholy_feat_kim_petras_sam_smith.jpg,2023-04-07
I'm Good (Blue),2023-04-07,10:07:44,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,20,175238,95,True,./images/im_good_blue_david_guetta.jpg,2023-04-07
La Bachata,2023-04-07,10:07:44,False,['Manuel Turizo'],2000,2023-03-17,day,15,21,162637,82,False,./images/la_bachata_manuel_turizo.jpg,2023-04-07
AMG,2023-04-07,10:07:44,True,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,2022-11-24,day,1,22,174942,93,True,./images/amg_natanael_cano.jpg,2023-04-07
Last Night,2023-04-07,10:07:44,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,23,163854,87,True,./images/last_night_morgan_wallen.jpg,2023-04-07
Die For You,2023-04-07,10:07:44,False,['The Weeknd'],Starboy,2016-11-24,day,18,24,260253,90,False,./images/die_for_you_the_weeknd.jpg,2023-04-07
Like Crazy (English Version),2023-04-07,10:07:44,False,['Jimin'],FACE,2023-03-24,day,6,25,212253,89,False,./images/like_crazy_english_version_jimin.jpg,2023-04-07
Hey Mor,2023-04-07,10:07:44,True,"['Ozuna', 'Feid']",OzuTochi,2022-10-07,day,18,26,196600,92,False,./images/hey_mor_ozuna.jpg,2023-04-07
El Azul,2023-04-07,10:07:44,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,27,187225,90,True,./images/el_azul_junior_h.jpg,2023-04-07
Here With Me,2023-04-07,10:07:44,False,['d4vd'],Here With Me,2022-09-22,day,1,28,242484,94,False,./images/here_with_me_d4vd.jpg,2023-04-07
Until I Found You (with Em Beihold) - Em Beihold Version,2023-04-07,10:07:44,True,"['Stephen Sanchez', 'Em Beihold']",Until I Found You (Em Beihold Version),2022-04-22,day,1,29,176440,93,False,./images/until_i_found_you_with_em_beihold_em_beihold_version_stephen_sanchez.jpg,2023-04-07
Another Love,2023-04-07,10:07:44,False,['Tom Odell'],Long Way Down,2013-06-17,day,10,30,244360,62,True,./images/another_love_tom_odell.jpg,2023-04-07
Coco Chanel,2023-04-07,10:07:44,True,"['Eladio Carrion', 'Bad Bunny']",3MEN2 KBRN,2023-03-17,day,18,31,208125,90,True,./images/coco_chanel_eladio_carrion.jpg,2023-04-07
"Quevedo: Bzrp Music Sessions, Vol. 52",2023-04-07,10:07:44,True,"['Bizarrap', 'Quevedo']","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,day,1,32,198937,93,False,./images/quevedo_bzrp_music_sessions_vol_52_bizarrap.jpg,2023-04-07
Mockingbird,2023-04-07,10:07:44,False,['Eminem'],Encore (Deluxe Version),2004-11-12,day,23,33,250760,91,True,./images/mockingbird_eminem.jpg,2023-04-07
Starboy,2023-04-07,10:07:44,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,34,230453,92,True,./images/starboy_the_weeknd.jpg,2023-04-07
I Wanna Be Yours,2023-04-07,10:07:44,False,['Arctic Monkeys'],AM,2013-09-09,day,12,35,183956,93,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-04-07
I Ain't Worried,2023-04-07,10:07:44,False,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2023-02-15,day,18,36,148120,52,False,./images/i_aint_worried_onerepublic.jpg,2023-04-07
golden hour,2023-04-07,10:07:44,False,['JVKE'],this is what ____ feels like (Vol. 1-4),2022-09-23,day,12,37,209259,90,False,./images/golden_hour_jvke.jpg,2023-04-07
Escapism.,2023-04-07,10:07:44,True,"['RAYE', '070 Shake']",My 21st Century Blues,2023-02-03,day,15,38,272373,81,True,./images/escapism_raye.jpg,2023-04-07
Rara Vez,2023-04-07,10:07:44,True,"['Taiu', 'Milo j']",Rara Vez,2023-02-08,day,1,39,128677,90,False,./images/rara_vez_taiu.jpg,2023-04-07
OMG,2023-04-07,10:07:44,False,['NewJeans'],NewJeans 'OMG',2023-01-02,day,2,40,212253,93,False,./images/omg_newjeans.jpg,2023-04-07
Players,2023-04-07,10:07:44,False,['Coi Leray'],Players,2022-11-30,day,1,41,139560,92,True,./images/players_coi_leray.jpg,2023-04-07
Feliz Cumpleaños Ferxxo,2023-04-07,10:07:44,False,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,day,15,42,155960,89,False,./images/feliz_cumpleaos_ferxxo_feid.jpg,2023-04-07
Eyes Closed,2023-04-07,10:07:44,False,['Ed Sheeran'],Eyes Closed (Piano Version),2023-03-23,day,2,43,194848,71,False,./images/eyes_closed_ed_sheeran.jpg,2023-04-07
Classy 101,2023-04-07,10:07:44,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,44,195986,81,True,./images/classy_101_feid.jpg,2023-04-07
La Jumpa,2023-04-07,10:07:44,True,"['Arcángel', 'Bad Bunny']",Sr. Santos,2022-12-01,day,18,45,255693,87,True,./images/la_jumpa_arcngel.jpg,2023-04-07
Bones,2023-04-07,10:07:44,False,['Imagine Dragons'],Mercury - Acts 1 & 2,2022-07-01,day,32,46,165264,86,False,./images/bones_imagine_dragons.jpg,2023-04-07
Blinding Lights,2023-04-07,10:07:44,False,['The Weeknd'],After Hours,2020-03-20,day,14,47,200040,91,False,./images/blinding_lights_the_weeknd.jpg,2023-04-07
Snooze,2023-04-07,10:07:44,False,['SZA'],SOS,2022-12-09,day,23,48,201800,92,True,./images/snooze_sza.jpg,2023-04-07
Cupido,2023-04-07,10:07:44,False,['TINI'],Cupido,2023-02-16,day,14,49,174369,83,False,./images/cupido_tini.jpg,2023-04-07
All Of The Girls You Loved Before,2023-04-07,10:07:44,False,['Taylor Swift'],All Of The Girls You Loved Before,2019-08-23,day,1,50,221407,90,False,./images/all_of_the_girls_you_loved_before_taylor_swift.jpg,2023-04-07
Flowers,2023-04-08,09:40:51,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,1,200600,89,False,./images/flowers_miley_cyrus.jpg,2023-04-08
Kill Bill,2023-04-08,09:40:51,False,['SZA'],SOS,2022-12-08,day,23,2,153946,95,False,./images/kill_bill_sza.jpg,2023-04-08
Ella Baila Sola,2023-04-08,09:40:51,True,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,2023-03-16,day,1,3,165671,94,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-04-08
Search & Rescue,2023-04-08,09:40:51,False,['Drake'],Search & Rescue,2023-04-07,day,1,4,272112,0,True,./images/search_rescue_drake.jpg,2023-04-08
TQG,2023-04-08,09:40:51,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,5,197933,97,True,./images/tqg_karol_g.jpg,2023-04-08
BESO,2023-04-08,09:40:51,True,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,day,3,6,194543,93,False,./images/beso_rosala.jpg,2023-04-08
Boy's a liar Pt. 2,2023-04-08,09:40:51,True,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2023-02-03,day,2,7,131013,97,False,./images/boys_a_liar_pt_2_pinkpantheress.jpg,2023-04-08
As It Was,2023-04-08,09:40:51,False,['Harry Styles'],Harry's House,2022-05-20,day,13,8,167303,92,False,./images/as_it_was_harry_styles.jpg,2023-04-08
La Bebe - Remix,2023-04-08,09:40:51,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,9,234352,91,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-04-08
Die For You (with Ariana Grande) - Remix,2023-04-08,09:40:51,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,10,232857,84,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-04-08
"People, Pt. 2 (feat. IU)",2023-04-08,09:40:51,True,"['Agust D', 'IU']","People, Pt. 2 (feat. IU)",2023-04-07,day,1,11,213995,0,False,./images/people_pt_2_feat_iu_agust_d.jpg,2023-04-08
Creepin' (with The Weeknd & 21 Savage),2023-04-08,09:40:51,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,12,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-04-08
Cupid - Twin Ver.,2023-04-08,09:40:51,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,13,174253,81,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-04-08
Calm Down (with Selena Gomez),2023-04-08,09:40:51,True,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),2022-08-25,day,1,14,239317,95,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-04-08
Yandel 150,2023-04-08,09:40:51,True,"['Yandel', 'Feid']",Resistencia,2023-01-13,day,17,15,216148,90,True,./images/yandel_150_yandel.jpg,2023-04-08
"Shakira: Bzrp Music Sessions, Vol. 53",2023-04-08,09:40:51,True,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,day,1,16,214945,97,False,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,2023-04-08
FLOWER,2023-04-08,09:40:51,False,['JISOO'],ME,2023-03-31,day,2,17,173134,82,False,./images/flower_jisoo.jpg,2023-04-08
Like Crazy,2023-04-08,09:40:51,False,['Jimin'],FACE,2023-03-24,day,6,18,212241,90,False,./images/like_crazy_jimin.jpg,2023-04-08
Anti-Hero,2023-04-08,09:40:51,False,['Taylor Swift'],Midnights,2022-10-21,day,13,19,200690,94,False,./images/antihero_taylor_swift.jpg,2023-04-08
Last Night,2023-04-08,09:40:51,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,20,163854,88,True,./images/last_night_morgan_wallen.jpg,2023-04-08
PRC,2023-04-08,09:40:51,True,"['Peso Pluma', 'Natanael Cano']",PRC,2023-01-23,day,1,21,184066,93,True,./images/prc_peso_pluma.jpg,2023-04-08
Unholy (feat. Kim Petras),2023-04-08,09:40:51,True,"['Sam Smith', 'Kim Petras']",Gloria,2023-01-27,day,13,22,156943,86,False,./images/unholy_feat_kim_petras_sam_smith.jpg,2023-04-08
I'm Good (Blue),2023-04-08,09:40:51,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,23,175238,95,True,./images/im_good_blue_david_guetta.jpg,2023-04-08
AMG,2023-04-08,09:40:51,True,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,2022-11-24,day,1,24,174942,93,True,./images/amg_natanael_cano.jpg,2023-04-08
Die For You,2023-04-08,09:40:51,False,['The Weeknd'],Starboy,2016-11-24,day,18,25,260253,90,False,./images/die_for_you_the_weeknd.jpg,2023-04-08
Like Crazy (English Version),2023-04-08,09:40:51,False,['Jimin'],FACE,2023-03-24,day,6,26,212253,89,False,./images/like_crazy_english_version_jimin.jpg,2023-04-08
Here With Me,2023-04-08,09:40:51,False,['d4vd'],Here With Me,2022-09-22,day,1,27,242484,94,False,./images/here_with_me_d4vd.jpg,2023-04-08
El Azul,2023-04-08,09:40:51,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,28,187225,90,True,./images/el_azul_junior_h.jpg,2023-04-08
Until I Found You (with Em Beihold) - Em Beihold Version,2023-04-08,09:40:51,True,"['Stephen Sanchez', 'Em Beihold']",Until I Found You (Em Beihold Version),2022-04-22,day,1,29,176440,93,False,./images/until_i_found_you_with_em_beihold_em_beihold_version_stephen_sanchez.jpg,2023-04-08
La Bachata,2023-04-08,09:40:51,False,['Manuel Turizo'],2000,2023-03-17,day,15,30,162637,83,False,./images/la_bachata_manuel_turizo.jpg,2023-04-08
Mockingbird,2023-04-08,09:40:51,False,['Eminem'],Encore (Deluxe Version),2004-11-12,day,23,31,250760,91,True,./images/mockingbird_eminem.jpg,2023-04-08
Coco Chanel,2023-04-08,09:40:51,True,"['Eladio Carrion', 'Bad Bunny']",3MEN2 KBRN,2023-03-17,day,18,32,208125,90,True,./images/coco_chanel_eladio_carrion.jpg,2023-04-08
Hey Mor,2023-04-08,09:40:51,True,"['Ozuna', 'Feid']",OzuTochi,2022-10-07,day,18,33,196600,92,False,./images/hey_mor_ozuna.jpg,2023-04-08
Another Love,2023-04-08,09:40:51,False,['Tom Odell'],Long Way Down,2013-06-17,day,10,34,244360,62,True,./images/another_love_tom_odell.jpg,2023-04-08
I Wanna Be Yours,2023-04-08,09:40:51,False,['Arctic Monkeys'],AM,2013-09-09,day,12,35,183956,93,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-04-08
golden hour,2023-04-08,09:40:51,False,['JVKE'],this is what ____ feels like (Vol. 1-4),2022-09-23,day,12,36,209259,90,False,./images/golden_hour_jvke.jpg,2023-04-08
I Ain't Worried,2023-04-08,09:40:51,False,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2023-02-15,day,18,37,148120,53,False,./images/i_aint_worried_onerepublic.jpg,2023-04-08
Starboy,2023-04-08,09:40:51,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,38,230453,93,True,./images/starboy_the_weeknd.jpg,2023-04-08
Escapism.,2023-04-08,09:40:51,True,"['RAYE', '070 Shake']",My 21st Century Blues,2023-02-03,day,15,39,272373,81,True,./images/escapism_raye.jpg,2023-04-08
"Quevedo: Bzrp Music Sessions, Vol. 52",2023-04-08,09:40:51,True,"['Bizarrap', 'Quevedo']","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,day,1,40,198937,93,False,./images/quevedo_bzrp_music_sessions_vol_52_bizarrap.jpg,2023-04-08
Players,2023-04-08,09:40:51,False,['Coi Leray'],Players,2022-11-30,day,1,41,139560,92,True,./images/players_coi_leray.jpg,2023-04-08
Eyes Closed,2023-04-08,09:40:51,False,['Ed Sheeran'],Eyes Closed (Piano Version),2023-03-23,day,2,42,194848,72,False,./images/eyes_closed_ed_sheeran.jpg,2023-04-08
OMG,2023-04-08,09:40:51,False,['NewJeans'],NewJeans 'OMG',2023-01-02,day,2,43,212253,93,False,./images/omg_newjeans.jpg,2023-04-08
Classy 101,2023-04-08,09:40:51,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,44,195986,82,True,./images/classy_101_feid.jpg,2023-04-08
Rara Vez,2023-04-08,09:40:51,True,"['Taiu', 'Milo j']",Rara Vez,2023-02-08,day,1,45,128677,90,False,./images/rara_vez_taiu.jpg,2023-04-08
Bones,2023-04-08,09:40:51,False,['Imagine Dragons'],Mercury - Acts 1 & 2,2022-07-01,day,32,46,165264,86,False,./images/bones_imagine_dragons.jpg,2023-04-08
Feliz Cumpleaños Ferxxo,2023-04-08,09:40:51,False,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,day,15,47,155960,89,False,./images/feliz_cumpleaos_ferxxo_feid.jpg,2023-04-08
Blinding Lights,2023-04-08,09:40:51,False,['The Weeknd'],After Hours,2020-03-20,day,14,48,200040,91,False,./images/blinding_lights_the_weeknd.jpg,2023-04-08
Ch y la Pizza,2023-04-08,09:40:51,True,"['Fuerza Regida', 'Natanael Cano']",Pa Que Hablen,2022-12-30,day,13,49,136913,84,True,./images/ch_y_la_pizza_fuerza_regida.jpg,2023-04-08
La Jumpa,2023-04-08,09:40:51,True,"['Arcángel', 'Bad Bunny']",Sr. Santos,2022-12-01,day,18,50,255693,87,True,./images/la_jumpa_arcngel.jpg,2023-04-08
Flowers,2023-04-09,09:33:00,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,1,200600,90,False,./images/flowers_miley_cyrus.jpg,2023-04-09
Ella Baila Sola,2023-04-09,09:33:00,True,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,2023-03-16,day,1,2,165671,94,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-04-09
Kill Bill,2023-04-09,09:33:00,False,['SZA'],SOS,2022-12-08,day,23,3,153946,95,False,./images/kill_bill_sza.jpg,2023-04-09
TQG,2023-04-09,09:33:00,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,4,197933,98,True,./images/tqg_karol_g.jpg,2023-04-09
La Bebe - Remix,2023-04-09,09:33:00,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,5,234352,92,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-04-09
Search & Rescue,2023-04-09,09:33:00,False,['Drake'],Search & Rescue,2023-04-07,day,1,6,272112,76,True,./images/search_rescue_drake.jpg,2023-04-09
BESO,2023-04-09,09:33:00,True,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,day,3,7,194543,93,False,./images/beso_rosala.jpg,2023-04-09
Boy's a liar Pt. 2,2023-04-09,09:33:00,True,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2023-02-03,day,2,8,131013,97,False,./images/boys_a_liar_pt_2_pinkpantheress.jpg,2023-04-09
As It Was,2023-04-09,09:33:00,False,['Harry Styles'],Harry's House,2022-05-20,day,13,9,167303,92,False,./images/as_it_was_harry_styles.jpg,2023-04-09
Die For You (with Ariana Grande) - Remix,2023-04-09,09:33:00,True,"['The Weeknd', 'Ariana Grande']",Starboy (Deluxe),2023-03-14,day,21,10,232857,84,False,./images/die_for_you_with_ariana_grande_remix_the_weeknd.jpg,2023-04-09
Cupid - Twin Ver.,2023-04-09,09:33:00,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,11,174253,83,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-04-09
Creepin' (with The Weeknd & 21 Savage),2023-04-09,09:33:00,True,"['Metro Boomin', 'The Weeknd', '21 Savage']",HEROES & VILLAINS,2022-12-02,day,15,12,221520,96,True,./images/creepin_with_the_weeknd_21_savage_metro_boomin.jpg,2023-04-09
Yandel 150,2023-04-09,09:33:00,True,"['Yandel', 'Feid']",Resistencia,2023-01-13,day,17,13,216148,90,True,./images/yandel_150_yandel.jpg,2023-04-09
Calm Down (with Selena Gomez),2023-04-09,09:33:00,True,"['Rema', 'Selena Gomez']",Calm Down (with Selena Gomez),2022-08-25,day,1,14,239317,95,False,./images/calm_down_with_selena_gomez_rema.jpg,2023-04-09
FLOWER,2023-04-09,09:33:00,False,['JISOO'],ME,2023-03-31,day,2,15,173134,83,False,./images/flower_jisoo.jpg,2023-04-09
"Shakira: Bzrp Music Sessions, Vol. 53",2023-04-09,09:33:00,True,"['Bizarrap', 'Shakira']","Shakira: Bzrp Music Sessions, Vol. 53",2023-01-11,day,1,16,214945,97,False,./images/shakira_bzrp_music_sessions_vol_53_bizarrap.jpg,2023-04-09
PRC,2023-04-09,09:33:00,True,"['Peso Pluma', 'Natanael Cano']",PRC,2023-01-23,day,1,17,184066,93,True,./images/prc_peso_pluma.jpg,2023-04-09
Like Crazy,2023-04-09,09:33:00,False,['Jimin'],FACE,2023-03-24,day,6,18,212241,91,False,./images/like_crazy_jimin.jpg,2023-04-09
Anti-Hero,2023-04-09,09:33:00,False,['Taylor Swift'],Midnights,2022-10-21,day,13,19,200690,94,False,./images/antihero_taylor_swift.jpg,2023-04-09
"People, Pt. 2 (feat. IU)",2023-04-09,09:33:00,True,"['Agust D', 'IU']","People, Pt. 2 (feat. IU)",2023-04-07,day,1,20,213995,76,False,./images/people_pt_2_feat_iu_agust_d.jpg,2023-04-09
Last Night,2023-04-09,09:33:00,False,['Morgan Wallen'],One Thing At A Time,2023-03-03,day,36,21,163854,88,True,./images/last_night_morgan_wallen.jpg,2023-04-09
AMG,2023-04-09,09:33:00,True,"['Natanael Cano', 'Peso Pluma', 'Gabito Ballesteros']",AMG,2022-11-24,day,1,22,174942,93,True,./images/amg_natanael_cano.jpg,2023-04-09
I'm Good (Blue),2023-04-09,09:33:00,True,"['David Guetta', 'Bebe Rexha']",I'm Good (Blue),2022-08-26,day,2,23,175238,95,True,./images/im_good_blue_david_guetta.jpg,2023-04-09
Unholy (feat. Kim Petras),2023-04-09,09:33:00,True,"['Sam Smith', 'Kim Petras']",Gloria,2023-01-27,day,13,24,156943,86,False,./images/unholy_feat_kim_petras_sam_smith.jpg,2023-04-09
Die For You,2023-04-09,09:33:00,False,['The Weeknd'],Starboy,2016-11-24,day,18,25,260253,91,False,./images/die_for_you_the_weeknd.jpg,2023-04-09
El Azul,2023-04-09,09:33:00,True,"['Junior H', 'Peso Pluma']",El Azul,2023-02-10,day,1,26,187225,90,True,./images/el_azul_junior_h.jpg,2023-04-09
Here With Me,2023-04-09,09:33:00,False,['d4vd'],Here With Me,2022-09-22,day,1,27,242484,94,False,./images/here_with_me_d4vd.jpg,2023-04-09
La Bachata,2023-04-09,09:33:00,False,['Manuel Turizo'],2000,2023-03-17,day,15,28,162637,83,False,./images/la_bachata_manuel_turizo.jpg,2023-04-09
Coco Chanel,2023-04-09,09:33:00,True,"['Eladio Carrion', 'Bad Bunny']",3MEN2 KBRN,2023-03-17,day,18,29,208125,91,True,./images/coco_chanel_eladio_carrion.jpg,2023-04-09
Until I Found You (with Em Beihold) - Em Beihold Version,2023-04-09,09:33:00,True,"['Stephen Sanchez', 'Em Beihold']",Until I Found You (Em Beihold Version),2022-04-22,day,1,30,176440,93,False,./images/until_i_found_you_with_em_beihold_em_beihold_version_stephen_sanchez.jpg,2023-04-09
Hey Mor,2023-04-09,09:33:00,True,"['Ozuna', 'Feid']",OzuTochi,2022-10-07,day,18,31,196600,92,False,./images/hey_mor_ozuna.jpg,2023-04-09
Like Crazy (English Version),2023-04-09,09:33:00,False,['Jimin'],FACE,2023-03-24,day,6,32,212253,90,False,./images/like_crazy_english_version_jimin.jpg,2023-04-09
Mockingbird,2023-04-09,09:33:00,False,['Eminem'],Encore (Deluxe Version),2004-11-12,day,23,33,250760,92,True,./images/mockingbird_eminem.jpg,2023-04-09
I Wanna Be Yours,2023-04-09,09:33:00,False,['Arctic Monkeys'],AM,2013-09-09,day,12,34,183956,93,False,./images/i_wanna_be_yours_arctic_monkeys.jpg,2023-04-09
I Ain't Worried,2023-04-09,09:33:00,False,['OneRepublic'],OneRepublic (Japan Paradise Tour Edition),2023-02-15,day,18,35,148120,53,False,./images/i_aint_worried_onerepublic.jpg,2023-04-09
Starboy,2023-04-09,09:33:00,True,"['The Weeknd', 'Daft Punk']",Starboy,2016-11-25,day,18,36,230453,93,True,./images/starboy_the_weeknd.jpg,2023-04-09
golden hour,2023-04-09,09:33:00,False,['JVKE'],this is what ____ feels like (Vol. 1-4),2022-09-23,day,12,37,209259,90,False,./images/golden_hour_jvke.jpg,2023-04-09
Another Love,2023-04-09,09:33:00,False,['Tom Odell'],Long Way Down,2013-06-17,day,10,38,244360,63,True,./images/another_love_tom_odell.jpg,2023-04-09
Escapism.,2023-04-09,09:33:00,True,"['RAYE', '070 Shake']",My 21st Century Blues,2023-02-03,day,15,39,272373,82,True,./images/escapism_raye.jpg,2023-04-09
"Quevedo: Bzrp Music Sessions, Vol. 52",2023-04-09,09:33:00,True,"['Bizarrap', 'Quevedo']","Quevedo: Bzrp Music Sessions, Vol. 52",2022-07-06,day,1,40,198937,93,False,./images/quevedo_bzrp_music_sessions_vol_52_bizarrap.jpg,2023-04-09
Classy 101,2023-04-09,09:33:00,True,"['Feid', 'Young Miko']",Classy 101,2023-03-31,day,1,41,195986,83,True,./images/classy_101_feid.jpg,2023-04-09
Rara Vez,2023-04-09,09:33:00,True,"['Taiu', 'Milo j']",Rara Vez,2023-02-08,day,1,42,128677,91,False,./images/rara_vez_taiu.jpg,2023-04-09
Players,2023-04-09,09:33:00,False,['Coi Leray'],Players,2022-11-30,day,1,43,139560,93,True,./images/players_coi_leray.jpg,2023-04-09
OMG,2023-04-09,09:33:00,False,['NewJeans'],NewJeans 'OMG',2023-01-02,day,2,44,212253,93,False,./images/omg_newjeans.jpg,2023-04-09
Eyes Closed,2023-04-09,09:33:00,False,['Ed Sheeran'],Eyes Closed (Piano Version),2023-03-23,day,2,45,194848,73,False,./images/eyes_closed_ed_sheeran.jpg,2023-04-09
Feliz Cumpleaños Ferxxo,2023-04-09,09:33:00,False,['Feid'],FELIZ CUMPLEAÑOS FERXXO TE PIRATEAMOS EL ÁLBUM,2022-09-14,day,15,46,155960,89,False,./images/feliz_cumpleaos_ferxxo_feid.jpg,2023-04-09
Ch y la Pizza,2023-04-09,09:33:00,True,"['Fuerza Regida', 'Natanael Cano']",Pa Que Hablen,2022-12-30,day,13,47,136913,84,True,./images/ch_y_la_pizza_fuerza_regida.jpg,2023-04-09
Bones,2023-04-09,09:33:00,False,['Imagine Dragons'],Mercury - Acts 1 & 2,2022-07-01,day,32,48,165264,87,False,./images/bones_imagine_dragons.jpg,2023-04-09
La Jumpa,2023-04-09,09:33:00,True,"['Arcángel', 'Bad Bunny']",Sr. Santos,2022-12-01,day,18,49,255693,87,True,./images/la_jumpa_arcngel.jpg,2023-04-09
Blinding Lights,2023-04-09,09:33:00,False,['The Weeknd'],After Hours,2020-03-20,day,14,50,200040,91,False,./images/blinding_lights_the_weeknd.jpg,2023-04-09
Flowers,2023-04-10,10:00:04,False,['Miley Cyrus'],Endless Summer Vacation,2023-03-10,day,13,1,200600,90,False,./images/flowers_miley_cyrus.jpg,2023-04-10
Ella Baila Sola,2023-04-10,10:00:04,True,"['Eslabon Armado', 'Peso Pluma']",Ella Baila Sola,2023-03-16,day,1,2,165671,94,False,./images/ella_baila_sola_eslabon_armado.jpg,2023-04-10
Kill Bill,2023-04-10,10:00:04,False,['SZA'],SOS,2022-12-08,day,23,3,153946,95,False,./images/kill_bill_sza.jpg,2023-04-10
TQG,2023-04-10,10:00:04,True,"['KAROL G', 'Shakira']",MAÑANA SERÁ BONITO,2023-02-24,day,17,4,197933,98,True,./images/tqg_karol_g.jpg,2023-04-10
La Bebe - Remix,2023-04-10,10:00:04,True,"['Yng Lvcas', 'Peso Pluma']",La Bebe (Remix),2023-03-17,day,2,5,234352,92,True,./images/la_bebe_remix_yng_lvcas.jpg,2023-04-10
BESO,2023-04-10,10:00:04,True,"['ROSALÍA', 'Rauw Alejandro']",RR,2023-03-24,day,3,6,194543,93,False,./images/beso_rosala.jpg,2023-04-10
As It Was,2023-04-10,10:00:04,False,['Harry Styles'],Harry's House,2022-05-20,day,13,7,167303,92,False,./images/as_it_was_harry_styles.jpg,2023-04-10
Cupid - Twin Ver.,2023-04-10,10:00:04,False,['FIFTY FIFTY'],The Beginning: Cupid,2023-02-24,day,3,8,174253,85,False,./images/cupid_twin_ver_fifty_fifty.jpg,2023-04-10
Boy's a liar Pt. 2,2023-04-10,10:00:04,True,"['PinkPantheress', 'Ice Spice']",Boy's a liar Pt. 2,2023-02-03,day,2,9,131013,97,False,./images/boys_a_liar_pt_2_pinkpantheress.jpg,2023-04-10
Search & Rescue,2023-04-10,10:00:04,False,['Drake'],Search & Rescue,2023-04-07,day,1,10,272112,80,True,./images/search_rescue_drake.jpg,2023-04-10
